,RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31
746,21080,759,Vienna,City,VA,VA,Washington-Arlington-Alexandria,Fairfax County,291689,291390,291187,290678,290381,290084,289843,289692,289691,289922,289986,289997,289395,288994,288528,288856,288941,289147,289147,289602,289998,290325,290514,290873,292348,293644,295262,295894,296739,297365,298519,299187,299804,300372,301603,303149,304423,306243,307966,310031,311995,314608,317141,319114,321596,324118,327689,330868,334414,337720,340630,343946,347497,351542,356205,362585,368661,374772,378943,383939,389062,393535,398913,404064,410284,415057,419061,422799,426632,430786,435726,440257,444244,448008,452080,455996,459438,463390,467805,472264,476909,481421,485736,490091,494482,500767,505242,509766,511863,515038,518590,522320,526090,531559,538302,545455,551243,558244,566098,575889,587245,599932,613278,626991,640290,651525,661112,671582,684750,693293,703875,714010,730403,743444,754551,762490,772065,779670,787003,788645,789951,792661,795915,794903,786910,779024,771996,766064,757577,751195,745973,745175,743024,742586,740160,741685,741203,737280,731672,726058,724008,718243,712755,704839,700399,694626,685988,674960,663679,660249,656501,655998,650744,650091,647995,647829,641520,635328,631005,630533,635411,638118,643532,644751,647251,647975,651192,654226,661904,667018,675325,678473,679580,675826,672544,671897,673525,675571,673178,671084,668276,669271,667952,669220,671061,676040,678799,681228,682454,680852,682338,683469,684128,686632,688481,693243,694595,697035,698369,698942,698453,703302,708064,714478,721410,724851,728595,728719,733147,736766,741274,747142,754241,759059,762889,763987,765795,767654,770154,771528,770774,769694,771624,770128,770005,768225,769279,769894,768063,769358,768878,770505,769734,771209,770489,772546,772842,773527,771473,770011,771313,767438,767801,766642,771352,770752,770415,768201,767357,768240,770894,776263,777493,781916,779359,782039,779361,781842,783186,787003,789431,790939,791434,789312,791618,792085,797814,798130,801740,804629,807721,808736,809179,808900,809244,809858,811199,813712,815916,818187,820208,820921,822051,823768,826235,829213,831820,834813,835681,835930,835041
